,text_id,text,task_1,task_2
1741,hasoc_de_1742,"Nachruf für CDU-Politiker Walter Lübcke (65)  Ein echter Vorreiter !!! für Demokratie gegen Deutsche   die Menschen waren voll begeistert von so einen tollem CDU -Mann  na da  kann es ja nur bergab gehen 
",0,NONE
144,hasoc_de_145,"Da haben die Linken und Gutmenschen die sprichwörtlich nächste 'Sau die sie durchs Dorf treiben können' Weil Toto von TotoUndHarry seine freie Meinung äußerte, die den Linken mal wieder nicht passt, wird er an den Pranger gestellt! 
",0,NONE
3301,hasoc_de_3302,"Bei Osram Opto Semiconductors in Regensburg läuft der Stellenabbau auf Hochtouren  300 Mitarbeiter haben Abfindungen akzeptiert und verlassen das Unternehmen  2500 Beschäftigte bleiben übrig  futschi  
",0,NONE
3351,hasoc_de_3352,"Drensteinfurt: Südländisch wirkender Teenager bedroht einen BMX-Fahrer (16) an einer Skaterbahn mit einem Messer, greift sich dessen Handy aus der Fahrradhalterung und türmt mit einem Kumpel - später kann ein 13-jähriger Tatverdächtiger ermittelt werden  
",0,NONE
2318,hasoc_de_2319,"Compact: Klöckner von Notre Dame schlägt 13 bei Nestlés Glyphosat-Lisel – Elmis moinbrifn vom 12. Juni: Unser Kolumnist Elmar Hörig macht sich gut als Klöckner von Notre Dame und liest der Julia die Leviten, hilft beim Molotow-Löschen nach… 
",0,NONE
2543,hasoc_de_2544,"JF: Flughafenchef: Kurzstreckenflüge nicht schädlicher als Autofahren: Der Geschäftsführer des Nürnberger Flughafens, Michael Hupe, hält Kurzstreckenflüge für nicht klimaschädlicher als Autofahren. „Ich halte ein Verbot für absolut abwegig“, sagte er mit… 
",0,NONE
1610,hasoc_de_1611,"USER USER Fußball interessiert mich nicht,   bin aber trotzdem für die sympathischen Wikinger  Iceland Island 
",0,NONE
2989,hasoc_de_2990,"USER USER Die werden auf RTL Darstellerplantagen gezüchtet, da bin ich mir sicher...",0,NONE
1553,hasoc_de_1554,USER Immer die Gesellschaft schön spalten und partikularisieren - damit die Menschen durch die Globalisten richtig fertig gemacht werden können. ReaktionäreStrohdummeLinke,1,OFFN
2894,hasoc_de_2895,"USER 4 Jahre gebraucht, um zu der Erkenntnis zu kommen, welche die AfD schon immer gepredigt hat.  Bei der SPD setzt der Verstand leider, immer erst ein, wenn der Schaden schon entstanden ist und das Kind im Brunnen liegt.",0,NONE
3812,hasoc_de_3813,"USER Mit der Teilung derSende und Empfangs Station,so das speziell Vodaphon, O2 u debitel,die von Ihnen angepriesene Transferleistungen, nicht erbringen kann!Ich habe deshalb einen Vertrag mit dem Eigentümer geschlossen,der aber nur 10GB anbietet für 25 €/Monat",0,NONE
1647,hasoc_de_1648,"Auch Kamerun darf mal verlieren.  
",0,NONE
733,hasoc_de_734,"Kommt einem das nicht bekannt vor? Davon hörte ich früher von meinen Großeltern und später von meinem Verwandten aus der 'DDR'!  Wer sich noch nicht traut, sollte wenigstens zur Wahl gehen! In der Wahlkabine ist man noch alleine! AfDwählen 
",0,NONE
251,hasoc_de_252,"Gerade gehört: Kramp-Karrenbauer würde angeblich die Grenze schließen lassen.  Wirklich? Damit auch sicher ist, dass kein Gold mehr ausreisen muss?",0,NONE
2451,hasoc_de_2452,"Währenddessen, in der Notaufnahme:    (Ohrfeigen-Thread) 
",0,NONE
1832,hasoc_de_1833,"Grüße und viel Spaß mal für die ganz vollen Heute  
",0,NONE
2922,hasoc_de_2923,USER USER Was für Ratten...,0,NONE
2920,hasoc_de_2921,"USER Sehr schönes Browserspiel.  Wenn dir langweilig wird, lass uns spielen.  
",0,NONE
3627,hasoc_de_3628,"USER Gott, ist das albern!",0,NONE
279,hasoc_de_280,"Baldrian-Journalismus zur Beruhigung der Gemüter 
 Heute gibt es wieder das 'volle' Hetzprogramm; böse Rechte.",0,NONE
3406,hasoc_de_3407,"Im Handwerk ausgebildeten Handwerkern,nicht Facharbeiter,sondern durch eine Deutschlandweite Einheitliche Gesellenprüfung,  Arbeitslos gewordene Hartz IV Empfänger,als Arbeitsscheue Menschen einzustufen,diese Gesellen in Minderbezahlte Job's zu bringen u zu Sanktionieren,ist Frech",0,NONE
527,hasoc_de_528,"Weg ist sie, die 'weltanschauliche Neutralität des Staates'.  Vorerst.  Gericht Kopftuch Kruzifix Klassenzimmer 
",0,NONE
3105,hasoc_de_3106,"USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Ich kann nur empfehlen, bei politischen Personen und Themen auch die englische Wikipedia-Version zu lesen. Die ist lange nicht so ideologisch gesäubert wie die deutsche Version. Wikipedia ist in Deutschland zum linksideologischen Machtinstrument verkommen.  
",0,NONE
299,hasoc_de_300,"Noch eine neue Steuer: Eine CO2-Abgabe für jeden Lebensbereich soll die Bürger Milliarden kosten. Die höchsten Strompreise reichen noch nicht. Übrigens: Die USA machen nicht mit. 
",0,NONE
937,hasoc_de_938,"Wien: Ömer &amp; Mehmet P beschimpften &amp; bedrängten ein Pensionistenpaar, welches im Vorbeigehen den Mantel ihrer Tante streiften. Zwar gingen die Pensionisten nicht auf die Provokationen ein, trotzdem verletzt Ömer den Pensionisten durch einen Tritt tödlich 
",0,NONE
1995,hasoc_de_1996,"Irland      Dieses verstörende Video wurde in den Dubliner Bergen während der Eid al-Adha gefilmt.    Darin sehen wir eine Gruppe Muslime, die ein Lamm auf den Boden stecken und ihm die Kehle durchschneiden.    Die Barbarei des Halal-Gemetzels kennt keine Grenzen. 
",1,HATE
534,hasoc_de_535,"Kommunale Initiativen fordern Aufnahme von Flüchtlinge|n aus Griechenland 
 via USER",0,NONE
599,hasoc_de_600,"Bei einer gemeinsamen Propaganda-Aktion ist es für d.Glaubwürdigkeit enorm wichtig, die Details vorher abzustimmen. 
",0,NONE
2757,hasoc_de_2758,"Wie ich schon dauernd schreibe: Dass es mehr eine Inbesitznahme des Mädchens ist und kein Mord vom Schwager – Es gab den Versuch schon vorher.     findbecci endlich, sucht endlich nach einer lebenden rebecca freeflorian schwagerwars medien presse    
",0,NONE
461,hasoc_de_462,"Die DDR hätte es nicht besser hingekriegt. Frankfurt Jahn    
",0,NONE
3020,hasoc_de_3021,"USER Der Gefährder, die Gefährderin oder divers Gefährder? Wenigstens befasst sich die Politik mit sowas",0,NONE
3066,hasoc_de_3067,"USER .... eine Provokation JA, aber ein „Hass-Verbrechen“, das ist aber sehr, sehr hoch gegriffen; so sehen es wohl nur die Verfechter der These, dass der Islam zu Deutschland gehört. Wenn es dann noch um Chemnitz geht ist für Rot-Rot-Grün jede Maßlosigkeit gut genug !",0,NONE
2998,hasoc_de_2999,USER USER Und klick!,0,NONE
990,hasoc_de_991,"Wer Leiharbeit,Befristete Arbeitsverträge zu Minnilöhnen Hoffähig macht,der darf sich nicht wundern,das wenn diese im Rentenalter,Minnirenten bekommen!  Heute zu sagen,wir haben doch Änderungen Eingeleitet,kommt zu spät!  Abgewählt zu werden,ist noch freundlich",0,NONE
1055,hasoc_de_1056,"Die grünen sind eine Pädophilenpartei, das waren sie und sind es heute auch noch 
",1,OFFN
3143,hasoc_de_3144,"Wahltag ist Zahltag. 
",0,NONE
1717,hasoc_de_1718,"Mascha wartet schon ;). Allen ein schönes Wochenende  
",0,NONE
3614,hasoc_de_3615,"USER Ich dachte, gegessen wird immer...Lese gerade ' Machtbeben' von Dirk Müller. Wenn ich lese, wieviele Schulden die Amis haben, im Besonderen die Studenten, dann wird mir Angst und Bange. Dann war 2006/2007 eine leichte Brise...",0,NONE
2880,hasoc_de_2881,USER USER Der Wind dreht sich ...,0,NONE
642,hasoc_de_643,"Wählen gehen und die Zukunft unserer Kinder retten! Wenn nicht jetzt, wann dann? AfDwählen 
",0,NONE
3317,hasoc_de_3318,"Habe das hier einer Arbeitskollegin geschickt, die sich permanent über meine Einstellung aufregt!!  Die Antwort: 'Du solltest endlich damit aufhören, diese rechten Hetzseiten zu lesen, die nur Ängste u. Hass hervorrufen wollen!'  Und solche Leute sind überall...  Lemminge 
",0,NONE
2970,hasoc_de_2971,USER USER Mach ich da was falsch? Ich spar für meine imaginäre Rente. Ich sollt wohl doch besser auf Waffen umschwenken. In ein paar Jahren haben die sicherlich Hochkonjunktur....,0,NONE
3008,hasoc_de_3009,USER Ohne Gagen machen die nix.,0,NONE
755,hasoc_de_756,"Die anderen können uns Schaden zufügen, aber niemals besiegen! Endspurt beim Plakatieren!! Hier im Kreis Mayen- Koblenz! 
",0,NONE
58,hasoc_de_59,"USER USER USER In diesem Land ist jeder rechts/rechtsextrem, der nicht innerhalb der von Linkslinken &amp; Grünen definierten Markierung  steht.  Protestierende Bürger &amp; Eltern einer 'Schützt unsere Kinder'-Demo Dessau =rechtsextrem.  So soll legitimer Protest diskreditiert werden.    1/2 
",0,NONE
76,hasoc_de_77,"In Gotha gab es nahe einem Einkaufszentrum eine Schießerei. Ein Polizeibeamter wurde verletzt, ein Verdächtiger festgenommen. Zu den Hintergründen schweigt die Polizei 
",0,NONE
2130,hasoc_de_2131,"GEDENKVERANSTALTUNG: Bretzenheim 2019 – Einladung und Aufruf 
",0,NONE
2249,hasoc_de_2250,"+++  Jetzt wird es abenteuerlich!  Griechenland ab sofort kein sicheres Herkunftsland mehr +++  Eine syrische Familie klagt. Die Richter liefern wunschgemäß. Und das mit weitreichenden Folgen für die aktuelle Asylpolitik.  AfD   
 
",0,NONE
2846,hasoc_de_2847,"Und auf wessen Seite stehen wir nächste Woche?  Diese Scheiße kotzt mich sowas von an!  IS Terrorismus 
",1,PRFN
2159,hasoc_de_2160,"Militärische + Wirtschaftsnachrichten April 2019 
 
",0,NONE
838,hasoc_de_839,"'In was für einem Land leben wir eigentlich, in dem nur noch 'Rechte' sich aufregen, daß Migranten über kleine Mädchen herfallen + sie sexuell missbrauchen? Was sagt das eigentlich über die 'Linken' aus, wenn diese solche Greueltaten scheinbar hinnehmen?'    
",0,NONE
1391,hasoc_de_1392,"Niemand hat das Recht zu vergessen.   KZ Langenstein- Zwieberge.     Bitte erlaubt mir, Euch ein Stück mitzunehmen. 
",0,NONE
3392,hasoc_de_3393,"Leute  Macht eure Testamente.  Der Weltuntergang hat ein Datum: 2050  die Temp. steigt, 51-60°C, Erdoberfl. unbewohnbar, Mio. Menschen sterben--&gt;Ende  Mojib Latif, der mit Schnee- und Frostabschaffung für  falsch lag, bezeugt.  Apocalypse Klimahysterie  
",0,NONE
1788,hasoc_de_1789,"Na endlich mal 'n gescheiter Deutschkurs. Dieses Akademikerdeutsch versteht ja keine Sau  
",1,PRFN
486,hasoc_de_487,"Davon will USER nichts wissen! Erschreckendes Ausmaß der Gewalt gegen die AfD  
 
",0,NONE
3600,hasoc_de_3601,"USER Dann hätte ich jetzt gerne die Gyros zurück, die noch nach Fleisch schmeckten und nicht aus etwas mit unklarer Konsistenz mit Dönergewürz bestanden.",0,NONE
3094,hasoc_de_3095,USER USER Der Aufbau der Stasi schreitet voran....und alle machen mit...,0,NONE
2202,hasoc_de_2203,"Pack schlägt sich....Bei dem Polen würde es mir auch in den Fingern jucken, aber ich bin ja kein Prolet, ich habe Argumente, die sind schärfer als alle Waffen.    Schläge ins Gesicht: Lewandowski und Coman prügeln sich im Training 
",1,HATE
2646,hasoc_de_2647,"Falls sich jemand wundert: Wir machen das übrigens wie mit dem USER Erstmal dran schnuppern, dann ein Jahr später wiederkommen und vollenden.  CHESGE SGEuropa",0,NONE
465,hasoc_de_466,"Unsere Regierung hat uns beleogen: Der Globale Migrationspakt wird verbindlich! 
",0,NONE
3063,hasoc_de_3064,USER USER Aus Gründen des Protests werde ich die nächsten 40 Tage nur Dosenfleisch essen!    Habe schon zwei Dosen vorgelagert!    Protest  Ferkeldiskriminierung  Regierung   Ferkel ähh Merkel,1,OFFN
2287,hasoc_de_2288,"Das BAMF meldet einen starken Anstieg der Asyl-Zahlen im Januar, und jeder dritte abgeschobene Migrant kehrt nach Deutschland zurück. Keine Entwarnung an der Zuwanderungs-Front!    
",0,NONE
124,hasoc_de_125,"Man muss sich einfach mal vergegenwärtigen, um was für Spinner es sich bei den Gehirngewaschenen bei FridaysForFuture handelt: Wer oder was bringt solche Hohlbirnen hervor?  Enjoy!    Ganze Doku: 
 FFF 
",1,OFFN
314,hasoc_de_315,"Otto Addo verlässt Gladbach und kehrt wohl zum BVB zurück 
",0,NONE
2227,hasoc_de_2228,"Es ist schon dreist, wie sich die Anwältin aufführt. Richter mit AfD-Parteibuch würden angeblich nicht unbefangen über solche Fälle urteilen können. Aber bei Richtern mit grünem Parteibuch kann man sicher sein, dass niemand einen Gesinnungsbonus bekommt?    
",0,NONE
305,hasoc_de_306,Notre Dame brennt.  Die Welt ist erschüttert.  Muslime feiern.    Keine Pointe.,1,HATE
1614,hasoc_de_1615,"Es wird immer homophober in Deutschland. Welche Bevölkerungsgruppen sind denn ihm dafür verantwortlich?     (Das Kerlchen da oben reagiert empfindlich auf Türkei-Kritik) 
",0,NONE
2700,hasoc_de_2701,"CDU es wäre besser wenn ihr Lieber schweigt. Es wird nur noch Peinlicher und die letzten Wähler die ihr noch habt wollt ihr doch nicht Verlieren!?   Europa AfD Deutschland Bundestag Merkel Asyl Asylpolitik 
",0,NONE
3262,hasoc_de_3263,"Der Hemden- und Blusenspezialist Seidensticker aus Bielefeld schließt seinen Laden in der Innenstadt von Essen mit 6 Mitarbeitern  Textilhändler Desigual, Schiesser und Benetton haben bereits vor kurzem dicht gemacht, Billigläden sind eingezogen  futschi  
",0,NONE
676,hasoc_de_677,"Seit mehr als einer Woche terrorisieren Linksextreme jede Nacht Berlin. Aber hey: alles nur aufgebauscht, Schwesig. 
",0,NONE
1237,hasoc_de_1238,"Ein 'Gruppe' von 200 bis 300 Libanesen rottet sich zusammen: Sie umzingeln und bedrohen Polizisten, die es wagten, sich in eine kleinere Schlägerei (20 Kämpfer) einzumischen.  
 Bocholt",0,NONE
1163,hasoc_de_1164,"Wir boykottieren die Mainstreammedien. Immer mehr machen dabei mit.   Aber USER USER USER USER und andere AfDler fallen uns in den Rücken und halten diejenigen am Leben, die die AfD klein halten. Schluss damit!   
",0,NONE
44,hasoc_de_45,"Spendentour2019 helfernhelfen  Am Sonntag haben unsere Radler nach 1000 Höhenmetern &amp; 120 km Weimar erreicht. Heute sind sie in Berlin und machen sich auf den Weg zur Kattenstiegsmühle um morgen Schwerin zu erreichen.  Mehr Infos: 
 
",0,NONE
3139,hasoc_de_3140,"Grüne zum ersten Mal stärkste Kraft im ARD-DeutschlandTrend. 
",0,NONE
2708,hasoc_de_2709,"'Migration ist unvermeidlich, notwendig und wünschenswert', sagt die USER Der  GlobalCompactMigration soll diese Idiotie in Stein meißeln. Jede Regierung, die den Pakt unterzeichnet, erklärt damit: „Ja, wir sind Lakaien der Globalisten – und wir hassen euch!” AfD 
",1,HATE
2423,hasoc_de_2424,"Das Zerreißen des Korans in Bremen war dem USER einen 6-Minuten-Beitrag im Heute-Journal wert. Die 9-Jährige, die in Dessau von einem 'Flüchtling' aus dem Niger vergewaltigt wurde, kam nirgendwo vor.",1,HATE
1171,hasoc_de_1172,"USER  Liebes Servus-Team: Meine Frau lässt fragen, ob eine 2. Staffel der Serie Trakehnerblut geplant ist.  :)",0,NONE
2550,hasoc_de_2551,"Frankfurts älteste Buchhandlung Carolus muss schließen. Ihr ist offenbar nicht nur der Branchenumbruch zum Verhängnis geworden, sondern auch der Umzug vor vier Jahren. 
",0,NONE
2378,hasoc_de_2379,"DWN: Trump attackiert die Federal Reserve: „Zinsen sind viel zu hoch“: US-Präsident Donald Trump drängt die US-Zentralbank Federal Reserve, die Leitzinsen zu senken. 
",0,NONE
1993,hasoc_de_1994,"Das ist Blasphemie in Reinkultur. 
",0,NONE
387,hasoc_de_388,"Wie kann man so verroht sein? Notre Dame: Jubel bei fanatischen Muslimen und der „Antifa“ über die Zerstörung der Kathedrale 
 via USER NotreDameFire NotreDame NotreDameCathedral Antifa",1,HATE
30,hasoc_de_31,"+++ Heimatschatzkiste: Ein Schritt in die richtige Richtung +++    Dazu erklärt der sozialpolitische Sprecher der AfD-Fraktion, USER : 
 ltmv mv 
",0,NONE
432,hasoc_de_433,"Die Stadt Braunschweig hat entschieden, Studenten die Mietverträge in zwei Wohneinrichtungen zu kündigen, da der Platz für Flüchtlinge benötigt werde. Neben Neuzuteilungen komme erschwerend hinzu, daß Asylbewerber nur schwer eine Wohnung fänden.   
",0,NONE
203,hasoc_de_204,"Die USER will uns erzählen, dass sie die EU Grenzen schützen, dabei gilt doch 'Dank' Merkel:'Offene Grenzen sind alternativlos' + es werden Migranten sogar aus Libyen abgeholt! USER - Sie lügen. 
",0,NONE
1537,hasoc_de_1538,USER USER Danke Schnucki     Tatü tata,0,NONE
932,hasoc_de_933,"Kühnert sollte sich einen Ruck geben und die SPD übernehmen. Kein Studium beendet, keinen Beruf ergriffen, ein aufgeblasener Medienkasper. In dem Moment, in  dem er die Partei erledigt, hätte er zum ersten Mal  in seinem Leben etwas zu Stande gebracht.
",0,NONE
3683,hasoc_de_3684,USER USER Demokratie .  noafd,0,NONE
1261,hasoc_de_1262,"...es ist nur noch lächerlich...!     Die Afd gibt es seit 6 Jahren und sie hat seit dem KEIN Rentenkonzept...!    ...dafür die höchste Kriminalitätsquote aller Abgeordneten, eine Spendenaffäre und ein Prüffall beim Verfassungsschutz ist sie auch...!     
",0,NONE
63,hasoc_de_64,"USER USER Ich rufe dazu auf, von nun an die Filme / Bücher mit &amp; von  zu boykottieren!    - USER  - USER  - Burghardt Klaußner   -  USER  - USER  - USER  - Bernhard Schlink    Gleiches gilt auch für Veranstaltungen &amp; Merchandising jeglicher Art.",0,NONE
1871,hasoc_de_1872,"Leute..das ist alles eigentlich sehr traurig..wir schreiben hier über den ganzen polit..medialen scheisse...Regen uns auf und ändern tut sich nichts..aber traurig ist...es ist unser Leben..das unserer Kinder...und das ist zum heulen..heut ist Pfingsten..ändern..kämpfen..für uns! 
",1,PRFN
368,hasoc_de_369,"Der Staatsfunk wirft sich in den Wahlkampf. Keine Pointe. 
",0,NONE
3482,hasoc_de_3483,"Hab grad Appetit auf Kartoffelsalat ...  LECKER!   'Mordversuch mit Kartoffelsalat'  .... nach Internet-Recherche über mögliche „Tötungsarten“  landete sie bei Kartoffelsalat .... mit Glykol   
",0,NONE
3475,hasoc_de_3476," Erschreckende Verluste bei CDU und SPD seit 2000.  Massive Zugewinne bei Grünen in 2019.  EuropaWahl2019 EP2019 EUelections2019 Europee2019 
",0,NONE
3690,hasoc_de_3691,USER aus dem kommt eh nur Sinnfreies ...... Seine Auftritte im BT ist das reine Kabarett - Programm,0,NONE
2354,hasoc_de_2355,"Contra-Mag.:Unions-Minderheitsregierung im Anmarsch?: Bei den Landtagswahlen im Herbst werden CDU und SPD massiv verlieren. Die Sozialdemokraten könnten die GroKo verlassen und die Union alleine zu Ende regieren. Von Michael Steiner In drei östlichen… 
",0,NONE
2320,hasoc_de_2321,"Tichy:Armin Laschet: „Er kann wirklich nichts dafür …“: Er kann wirklich nichts dafür … ist die Überschrift eines fast ganzseitigen „PR-Artikels“ in der Frankfurter Allgemeinen Sonntagszeitung „zu Gunsten“ des nordrhein-westfälischen… 
",0,NONE
2953,hasoc_de_2954,USER Der Staat schützt uns nicht! Wann merkt die Mehrheit das endlich?,0,NONE
156,hasoc_de_157,"„Es gibt eine Art Vergewaltigung, die Sie haben und eine andere Art, die wir im Islam haben.“    „Vielleicht sollte ich Sie einem Afghanen geben, damit er Ihnen die Nase wegschneidet.“    Imam in Afghanistan zu einer westlichen Journalistin    Islam Scharia KulturelleUnterschiede 
",0,NONE
2505,hasoc_de_2506,"Eigentlich sind Flugtaxis eine total großartige Idee für den Klimaschutz. Man müsste sie nur so groß machen, dass 30 oder 40 Leute reinpassen. Obwohl, wenn sie gar nicht fliegen, sind sie sogar billiger. Dann könnte man auch besonders große  Super-Flugtaxis auf Schienen....",0,NONE
